engine_id,cycle,op1,op2,op3,sensor_2,sensor_3,sensor_4,sensor_6,sensor_7,sensor_8,sensor_9,sensor_11,sensor_12,sensor_13,sensor_14,sensor_15,sensor_17,sensor_20,sensor_21,RUL,sensor_2_rolling_mean,sensor_3_rolling_mean,sensor_4_rolling_mean,sensor_6_rolling_mean,sensor_7_rolling_mean,sensor_8_rolling_mean,sensor_9_rolling_mean,sensor_11_rolling_mean,sensor_12_rolling_mean,sensor_13_rolling_mean,sensor_14_rolling_mean,sensor_15_rolling_mean,sensor_17_rolling_mean,sensor_20_rolling_mean,sensor_21_rolling_mean,sensor_2_rolling_std,sensor_3_rolling_std,sensor_4_rolling_std,sensor_6_rolling_std,sensor_7_rolling_std,sensor_8_rolling_std,sensor_9_rolling_std,sensor_11_rolling_std,sensor_12_rolling_std,sensor_13_rolling_std,sensor_14_rolling_std,sensor_15_rolling_std,sensor_17_rolling_std,sensor_20_rolling_std,sensor_21_rolling_std,sensor_2_delta,sensor_3_delta,sensor_4_delta,sensor_6_delta,sensor_7_delta,sensor_8_delta,sensor_9_delta,sensor_11_delta,sensor_12_delta,sensor_13_delta,sensor_14_delta,sensor_15_delta,sensor_17_delta,sensor_20_delta,sensor_21_delta,risk_level
1,1,-0.0007,-0.0004,100.0,641.82,1589.7,1400.6,21.61,554.36,2388.06,9046.19,47.47,521.66,2388.02,8138.62,8.4195,392,39.06,23.419,125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low
1,2,0.0019,-0.0003,100.0,642.15,1591.82,1403.14,21.61,553.75,2388.04,9044.07,47.49,522.28,2388.07,8131.49,8.4318,392,39.0,23.4236,125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32999999999992724,2.119999999999891,2.540000000000191,0.0,-0.6100000000000136,-0.01999999999998181,-2.1200000000008004,0.020000000000003126,0.6200000000000045,0.0500000000001819,-7.130000000000109,0.012300000000001532,0.0,-0.060000000000002274,0.0045999999999999375,Low
1,3,-0.0043,0.0003,100.0,642.35,1587.99,1404.2,21.61,554.26,2388.08,9052.94,47.27,522.42,2388.03,8133.23,8.4178,390,38.95,23.3442,125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20000000000004547,-3.8299999999999272,1.0599999999999454,0.0,0.5099999999999909,0.03999999999996362,8.8700000000008,-0.21999999999999886,0.13999999999998636,-0.03999999999996362,1.7399999999997817,-0.014000000000001123,-2.0,-0.04999999999999716,-0.07939999999999969,Low
1,4,0.0007,0.0,100.0,642.35,1582.79,1401.87,21.61,554.45,2388.11,9049.48,47.13,522.86,2388.08,8133.83,8.3682,392,38.88,23.3739,125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.2000000000000455,-2.3300000000001546,0.0,0.19000000000005457,0.03000000000020009,-3.460000000000946,-0.14000000000000057,0.44000000000005457,0.04999999999972715,0.6000000000003638,-0.049599999999999866,2.0,-0.07000000000000028,0.029699999999998283,Low
1,5,-0.0019,-0.0002,100.0,642.37,1582.85,1406.22,21.61,554.0,2388.06,9055.15,47.28,522.19,2388.04,8133.8,8.4294,393,38.9,23.4044,125,642.208,1587.03,1403.206,21.61,554.164,2388.07,9049.566,47.328,522.2819999999999,2388.048,8134.194,8.41334,391.8,38.958000000000006,23.39302,0.23477648945326032,4.075677857731061,2.1594397421554934,0.0,0.2862341698679803,0.026457513110675557,4.587366346826665,0.1510629008062543,0.4325736931436925,0.025884358211077006,2.6513260833027052,0.025952610658660613,1.095445115010327,0.07362064927722592,0.03349838802091893,0.01999999999998181,0.05999999999994543,4.350000000000136,0.0,-0.4500000000000455,-0.0500000000001819,5.670000000000073,0.14999999999999858,-0.6699999999999591,-0.03999999999996362,-0.02999999999974534,0.06119999999999948,1.0,0.01999999999999602,0.03049999999999997,Low
1,6,-0.0043,-0.0001,100.0,642.1,1584.47,1398.37,21.61,554.67,2388.02,9049.68,47.16,521.68,2388.03,8132.85,8.4108,391,38.98,23.3669,125,642.2639999999999,1585.984,1402.76,21.61,554.226,2388.0620000000004,9050.264,47.266000000000005,522.2860000000001,2388.05,8133.039999999999,8.4116,391.6,38.942,23.382600000000004,0.1283744522870989,3.8858306705257397,2.9263373011326643,0.0,0.3626706494879326,0.034928498393254154,4.193903909247076,0.14152738250953797,0.42541744204952536,0.023452078799018256,0.9586970324353722,0.025727028588626896,1.1401754250991352,0.051185935568282374,0.03143636429360138,-0.2699999999999818,1.6200000000001182,-7.850000000000136,0.0,0.6699999999999591,-0.03999999999996362,-5.469999999999345,-0.12000000000000455,-0.5100000000001046,-0.009999999999763531,-0.9499999999998181,-0.018599999999999284,-2.0,0.0799999999999983,-0.03749999999999787,Low
1,7,0.001,0.0001,100.0,642.48,1592.32,1397.77,21.61,554.34,2388.02,9059.13,47.36,522.32,2388.03,8132.32,8.3974,392,39.1,23.3774,125,642.3300000000002,1586.084,1401.6860000000001,21.61,554.3439999999999,2388.058,9053.276,47.239999999999995,522.294,2388.0420000000004,8133.206,8.40472,391.6,38.962,23.373359999999998,0.13946325680984661,4.0753748293867105,3.6483599054917453,0.0,0.24643457549620706,0.038987177379397955,4.038406864098276,0.09407443861113937,0.4256524403782538,0.021679483388530603,0.6431407311004598,0.023475774747599112,1.1401754250991352,0.08671793355471685,0.02163407035210933,0.37999999999999545,7.849999999999909,-0.599999999999909,0.0,-0.32999999999992724,0.0,9.449999999998909,0.20000000000000284,0.6400000000001,0.0,-0.5300000000006548,-0.013400000000000745,1.0,0.12000000000000455,0.010500000000000398,Low
1,8,-0.0034,0.0003,100.0,642.56,1582.96,1400.97,21.61,553.85,2388.0,9040.8,47.24,522.47,2388.03,8131.07,8.4076,391,38.97,23.3106,125,642.372,1585.078,1401.0399999999997,21.61,554.2620000000001,2388.042,9050.848000000002,47.234,522.3040000000001,2388.042,8132.773999999999,8.40268,391.8,38.966,23.36664,0.1742699056062101,4.1079520445104905,3.3670461832293315,0.0,0.3340209574263221,0.043817804600784674,6.915502150965002,0.09262828941528126,0.4299185969459366,0.021679483388530603,1.1492736836807915,0.022476921497393998,0.8366600265340667,0.08648699324176021,0.034405130431377114,0.07999999999992724,-9.3599999999999,3.2000000000000455,0.0,-0.4900000000000091,-0.01999999999998181,-18.329999999999927,-0.11999999999999744,0.14999999999997726,0.0,-1.25,0.010200000000001097,-1.0,-0.13000000000000256,-0.06680000000000064,Low
1,9,0.0008,0.0001,100.0,642.12,1590.98,1394.8,21.61,553.69,2388.05,9046.46,47.29,521.79,2388.05,8125.69,8.3728,392,39.05,23.4066,125,642.326,1586.716,1399.626,21.61,554.11,2388.0299999999997,9050.244,47.266,522.09,2388.036,8131.146000000001,8.4036,391.8,39.0,23.37318,0.20851858430365522,4.573962177368669,4.2895139584804465,0.0,0.39452503089156354,0.024494897428649565,7.191239809657589,0.0733484832835722,0.34110115801620966,0.00894427190967008,3.2054375676344873,0.020739816778361553,0.8366600265340667,0.07713624310271007,0.0389393374365829,-0.4399999999999409,8.019999999999982,-6.170000000000073,0.0,-0.15999999999996817,0.0500000000001819,5.6599999999998545,0.04999999999999716,-0.6800000000000637,0.01999999999998181,-5.380000000000109,-0.03480000000000061,1.0,0.0799999999999983,0.09600000000000009,Low
1,10,-0.0033,0.0001,100.0,641.71,1591.24,1400.46,21.61,553.59,2388.05,9051.7,47.03,521.79,2388.06,8129.38,8.4286,393,38.95,23.4694,125,642.1940000000001,1588.394,1398.474,21.61,554.028,2388.028,9049.554,47.215999999999994,522.01,2388.04,8130.262,8.40344,391.8,39.010000000000005,23.38618,0.3407051511204508,4.333783566354014,2.458603262016442,0.0,0.46023906831122813,0.02167948338974983,6.755115098945898,0.12700393694686057,0.35825968235346467,0.014142135623535203,2.883881065509106,0.020492632822553963,0.8366600265340667,0.06284902544988417,0.05810268496377874,-0.40999999999996817,0.2599999999999909,5.660000000000082,0.0,-0.10000000000002274,0.0,5.240000000001601,-0.259999999999998,0.0,0.009999999999763531,3.6900000000005093,0.05579999999999963,1.0,-0.09999999999999432,0.0627999999999993,Low
